organism,year,level,pc_num,n_transects,year_zero,tidalheight,years_pres,percent_cover_beta
Ahnfeltia plicata,1988,6,0,7,7,2.436,13,0
Ahnfeltia plicata,1988,7,0,7,7,2.088,13,0
Ahnfeltia plicata,1988,8,0,7,7,1.7399999999999998,13,0
Ahnfeltia plicata,1988,9,0,7,7,1.392,13,0
Ahnfeltia plicata,1988,10,0,7,7,1.044,13,0
Ahnfeltia plicata,1988,11,0,7,7,0.696,13,0
Ahnfeltia plicata,1988,12,0,7,7,0.348,13,0
Ahnfeltia plicata,1988,13,0,5,7,0,13,0
Ahnfeltia plicata,1988,14,0,2,7,-0.348,13,0
Ahnfeltia plicata,1989,6,0,7,8,2.436,13,0
Ahnfeltia plicata,1989,7,0,7,8,2.088,13,0
Ahnfeltia plicata,1989,8,0,7,8,1.7399999999999998,13,0
Ahnfeltia plicata,1989,9,0,7,8,1.392,13,0
Ahnfeltia plicata,1989,10,0,7,8,1.044,13,0
Ahnfeltia plicata,1989,11,0,7,8,0.696,13,0
Ahnfeltia plicata,1989,12,0,7,8,0.348,13,0
Ahnfeltia plicata,1989,13,0,5,8,0,13,0
Ahnfeltia plicata,1989,14,0,1,8,-0.348,13,0
Ahnfeltia plicata,1990,6,0,7,9,2.436,13,0
Ahnfeltia plicata,1990,7,0,7,9,2.088,13,0
Ahnfeltia plicata,1990,8,0,7,9,1.7399999999999998,13,0
Ahnfeltia plicata,1990,9,0,7,9,1.392,13,0
Ahnfeltia plicata,1990,10,0,7,9,1.044,13,0
Ahnfeltia plicata,1990,11,0,7,9,0.696,13,0
Ahnfeltia plicata,1990,12,0,7,9,0.348,13,0
Ahnfeltia plicata,1990,13,0,7,9,0,13,0
Ahnfeltia plicata,1991,6,0,6,10,2.436,13,0
Ahnfeltia plicata,1991,7,0,6,10,2.088,13,0
Ahnfeltia plicata,1991,8,0,6,10,1.7399999999999998,13,0
Ahnfeltia plicata,1991,9,0,6,10,1.392,13,0
Ahnfeltia plicata,1991,10,0,6,10,1.044,13,0
Ahnfeltia plicata,1991,11,0,6,10,0.696,13,0
Ahnfeltia plicata,1991,12,0,6,10,0.348,13,0
Ahnfeltia plicata,1991,13,0,6,10,0,13,0
Ahnfeltia plicata,1991,14,0,4,10,-0.348,13,0
Ahnfeltia plicata,1992,6,0,7,11,2.436,13,0
Ahnfeltia plicata,1992,7,0.047619047619047616,7,11,2.088,13,4.761904761904762e-4
Ahnfeltia plicata,1992,8,0.023809523809523808,7,11,1.7399999999999998,13,2.380952380952381e-4
Ahnfeltia plicata,1992,9,0,7,11,1.392,13,0
Ahnfeltia plicata,1992,10,0,7,11,1.044,13,0
Ahnfeltia plicata,1992,11,0,7,11,0.696,13,0
Ahnfeltia plicata,1992,12,0,5,11,0.348,13,0
Ahnfeltia plicata,1992,13,0,5,11,0,13,0
Ahnfeltia plicata,1992,14,0.5,1,11,-0.348,13,0.005
Ahnfeltia plicata,1993,6,0,7,12,2.436,13,0
Ahnfeltia plicata,1993,7,0,7,12,2.088,13,0
Ahnfeltia plicata,1993,8,0,7,12,1.7399999999999998,13,0
Ahnfeltia plicata,1993,9,0,7,12,1.392,13,0
Ahnfeltia plicata,1993,10,0,7,12,1.044,13,0
Ahnfeltia plicata,1993,11,0,7,12,0.696,13,0
Ahnfeltia plicata,1993,12,0,7,12,0.348,13,0
Ahnfeltia plicata,1993,13,0,5,12,0,13,0
Ahnfeltia plicata,1993,14,0,1,12,-0.348,13,0
Ahnfeltia plicata,1994,6,0,7,13,2.436,13,0
Ahnfeltia plicata,1994,7,0,7,13,2.088,13,0
Ahnfeltia plicata,1994,8,0,7,13,1.7399999999999998,13,0
Ahnfeltia plicata,1994,9,0,7,13,1.392,13,0
Ahnfeltia plicata,1994,10,0,7,13,1.044,13,0
Ahnfeltia plicata,1994,11,0,7,13,0.696,13,0
Ahnfeltia plicata,1994,12,0,7,13,0.348,13,0
Ahnfeltia plicata,1994,13,0.8928571428571429,7,13,0,13,0.00892857142857143
Ahnfeltia plicata,1994,14,0,7,13,-0.348,13,0
Ahnfeltia plicata,1995,6,0,7,14,2.436,13,0
Ahnfeltia plicata,1995,7,0,7,14,2.088,13,0
Ahnfeltia plicata,1995,8,0,7,14,1.7399999999999998,13,0
Ahnfeltia plicata,1995,9,0,7,14,1.392,13,0
Ahnfeltia plicata,1995,10,0,7,14,1.044,13,0
Ahnfeltia plicata,1995,11,0,7,14,0.696,13,0
Ahnfeltia plicata,1995,12,0,7,14,0.348,13,0
Ahnfeltia plicata,1995,13,0,6,14,0,13,0
Ahnfeltia plicata,1995,14,0,2,14,-0.348,13,0
Ahnfeltia plicata,1996,6,0,5,15,2.436,13,0
Ahnfeltia plicata,1996,7,0,5,15,2.088,13,0
Ahnfeltia plicata,1996,8,0,5,15,1.7399999999999998,13,0
Ahnfeltia plicata,1996,9,0,5,15,1.392,13,0
Ahnfeltia plicata,1996,10,0,5,15,1.044,13,0
Ahnfeltia plicata,1996,11,0,5,15,0.696,13,0
Ahnfeltia plicata,1996,12,0,4,15,0.348,13,0
Ahnfeltia plicata,1996,13,0,3,15,0,13,0
Ahnfeltia plicata,1997,6,0,5,16,2.436,13,0
Ahnfeltia plicata,1997,7,0,5,16,2.088,13,0
Ahnfeltia plicata,1997,8,0,5,16,1.7399999999999998,13,0
Ahnfeltia plicata,1997,9,0,5,16,1.392,13,0
Ahnfeltia plicata,1997,10,0,5,16,1.044,13,0
Ahnfeltia plicata,1997,11,0,5,16,0.696,13,0
Ahnfeltia plicata,1997,12,0,5,16,0.348,13,0
Ahnfeltia plicata,1997,13,0,4,16,0,13,0
Ahnfeltia plicata,1998,6,0,7,17,2.436,13,0
Ahnfeltia plicata,1998,7,0,7,17,2.088,13,0
Ahnfeltia plicata,1998,8,0,7,17,1.7399999999999998,13,0
Ahnfeltia plicata,1998,9,0,7,17,1.392,13,0
Ahnfeltia plicata,1998,10,0,7,17,1.044,13,0
Ahnfeltia plicata,1998,11,0.2857142857142857,7,17,0.696,13,0.002857142857142857
Ahnfeltia plicata,1998,12,0,7,17,0.348,13,0
Ahnfeltia plicata,1998,13,0.2857142857142857,7,17,0,13,0.002857142857142857
Ahnfeltia plicata,1998,14,0,5,17,-0.348,13,0
Ahnfeltia plicata,1999,6,0,5,18,2.436,13,0
Ahnfeltia plicata,1999,7,0,5,18,2.088,13,0
Ahnfeltia plicata,1999,8,0,4,18,1.7399999999999998,13,0
Ahnfeltia plicata,1999,9,0,4,18,1.392,13,0
Ahnfeltia plicata,1999,10,0,4,18,1.044,13,0
Ahnfeltia plicata,1999,11,0,4,18,0.696,13,0
Ahnfeltia plicata,1999,12,0,4,18,0.348,13,0
Ahnfeltia plicata,1999,13,0,4,18,0,13,0
Ahnfeltia plicata,1999,14,0,3,18,-0.348,13,0
Ahnfeltia plicata,2000,6,0,6,19,2.436,13,0
Ahnfeltia plicata,2000,7,0,6,19,2.088,13,0
Ahnfeltia plicata,2000,8,0,6,19,1.7399999999999998,13,0
Ahnfeltia plicata,2000,9,0,6,19,1.392,13,0
Ahnfeltia plicata,2000,10,0,6,19,1.044,13,0
Ahnfeltia plicata,2000,11,0,6,19,0.696,13,0
Ahnfeltia plicata,2000,12,0,6,19,0.348,13,0
Ahnfeltia plicata,2000,13,0,5,19,0,13,0
Ahnfeltia plicata,2000,14,0,5,19,-0.348,13,0
Ahnfeltia plicata,2001,6,0,5,20,2.436,13,0
Ahnfeltia plicata,2001,7,0,5,20,2.088,13,0
Ahnfeltia plicata,2001,8,0,5,20,1.7399999999999998,13,0
Ahnfeltia plicata,2001,9,0,5,20,1.392,13,0
Ahnfeltia plicata,2001,10,0,5,20,1.044,13,0
Ahnfeltia plicata,2001,11,0,5,20,0.696,13,0
Ahnfeltia plicata,2001,12,0,5,20,0.348,13,0
Ahnfeltia plicata,2001,13,0,5,20,0,13,0
Ahnfeltia plicata,2001,14,0,3,20,-0.348,13,0
Ahnfeltia plicata,2002,6,0,5,21,2.436,13,0
Ahnfeltia plicata,2002,7,0,5,21,2.088,13,0
Ahnfeltia plicata,2002,8,0,5,21,1.7399999999999998,13,0
Ahnfeltia plicata,2002,9,0,5,21,1.392,13,0
Ahnfeltia plicata,2002,10,0,5,21,1.044,13,0
Ahnfeltia plicata,2002,11,0,5,21,0.696,13,0
Ahnfeltia plicata,2002,12,0,4,21,0.348,13,0
Ahnfeltia plicata,2002,13,0,3,21,0,13,0
Ahnfeltia plicata,2002,14,0,1,21,-0.348,13,0
Ahnfeltia plicata,2003,6,0,4,22,2.436,13,0
Ahnfeltia plicata,2003,7,0,4,22,2.088,13,0
Ahnfeltia plicata,2003,8,0,4,22,1.7399999999999998,13,0
Ahnfeltia plicata,2003,9,0,4,22,1.392,13,0
Ahnfeltia plicata,2003,10,0,4,22,1.044,13,0
Ahnfeltia plicata,2003,11,0,4,22,0.696,13,0
Ahnfeltia plicata,2003,12,0,4,22,0.348,13,0
Ahnfeltia plicata,2003,13,0,4,22,0,13,0
Ahnfeltia plicata,2003,14,0,1,22,-0.348,13,0
Ahnfeltia plicata,2004,6,0,4,23,2.436,13,0
Ahnfeltia plicata,2004,7,0,4,23,2.088,13,0
Ahnfeltia plicata,2004,8,0,4,23,1.7399999999999998,13,0
Ahnfeltia plicata,2004,9,0,4,23,1.392,13,0
Ahnfeltia plicata,2004,10,0,4,23,1.044,13,0
Ahnfeltia plicata,2004,11,0,4,23,0.696,13,0
Ahnfeltia plicata,2004,12,0,4,23,0.348,13,0
Ahnfeltia plicata,2004,13,0,4,23,0,13,0
Ahnfeltia plicata,2004,14,0,4,23,-0.348,13,0
Ahnfeltia plicata,2005,6,0,3,24,2.436,13,0
Ahnfeltia plicata,2005,7,0,3,24,2.088,13,0
Ahnfeltia plicata,2005,8,0,3,24,1.7399999999999998,13,0
Ahnfeltia plicata,2005,9,0,3,24,1.392,13,0
Ahnfeltia plicata,2005,10,0,3,24,1.044,13,0
Ahnfeltia plicata,2005,11,0,3,24,0.696,13,0
Ahnfeltia plicata,2005,12,0,3,24,0.348,13,0
Ahnfeltia plicata,2005,13,0,2,24,0,13,0
Ahnfeltia plicata,2006,6,0,5,25,2.436,13,0
Ahnfeltia plicata,2006,7,0,5,25,2.088,13,0
Ahnfeltia plicata,2006,8,0,5,25,1.7399999999999998,13,0
Ahnfeltia plicata,2006,9,3,5,25,1.392,13,0.03
Ahnfeltia plicata,2006,10,0,5,25,1.044,13,0
Ahnfeltia plicata,2006,11,0,5,25,0.696,13,0
Ahnfeltia plicata,2006,12,0,4,25,0.348,13,0
Ahnfeltia plicata,2006,13,0,3,25,0,13,0
Ahnfeltia plicata,2008,6,0,1,27,2.436,13,0
Ahnfeltia plicata,2008,7,0,1,27,2.088,13,0
Ahnfeltia plicata,2008,8,0,1,27,1.7399999999999998,13,0
Ahnfeltia plicata,2008,9,0,1,27,1.392,13,0
Ahnfeltia plicata,2008,10,0,1,27,1.044,13,0
Ahnfeltia plicata,2008,11,0,1,27,0.696,13,0
Ahnfeltia plicata,2009,6,0,5,28,2.436,13,0
Ahnfeltia plicata,2009,7,6.666666666666668e-4,5,28,2.088,13,6.6666666666666675e-6
Ahnfeltia plicata,2009,8,0,5,28,1.7399999999999998,13,0
Ahnfeltia plicata,2009,9,0,5,28,1.392,13,0
Ahnfeltia plicata,2009,10,0,5,28,1.044,13,0
Ahnfeltia plicata,2009,11,0,5,28,0.696,13,0
Ahnfeltia plicata,2009,12,0,4,28,0.348,13,0
Ahnfeltia plicata,2009,13,0,1,28,0,13,0
Ahnfeltia plicata,2010,6,0.3888888888888889,3,29,2.436,13,0.0038888888888888888
Ahnfeltia plicata,2010,7,0,3,29,2.088,13,0
Ahnfeltia plicata,2010,8,0,3,29,1.7399999999999998,13,0
Ahnfeltia plicata,2010,9,0,3,29,1.392,13,0
Ahnfeltia plicata,2010,10,0,3,29,1.044,13,0
Ahnfeltia plicata,2010,11,0,3,29,0.696,13,0
Ahnfeltia plicata,2010,12,0,3,29,0.348,13,0
Ahnfeltia plicata,2010,13,0,2,29,0,13,0
Ahnfeltia plicata,2010,14,0,2,29,-0.348,13,0
Ahnfeltia plicata,2011,6,0,4,30,2.436,13,0
Ahnfeltia plicata,2011,7,0,4,30,2.088,13,0
Ahnfeltia plicata,2011,8,0,4,30,1.7399999999999998,13,0
Ahnfeltia plicata,2011,9,0,4,30,1.392,13,0
Ahnfeltia plicata,2011,10,0,4,30,1.044,13,0
Ahnfeltia plicata,2011,11,0,4,30,0.696,13,0
Ahnfeltia plicata,2011,12,0,4,30,0.348,13,0
Ahnfeltia plicata,2012,6,0,4,31,2.436,13,0
Ahnfeltia plicata,2012,7,0,4,31,2.088,13,0
Ahnfeltia plicata,2012,8,0,4,31,1.7399999999999998,13,0
Ahnfeltia plicata,2012,9,0,4,31,1.392,13,0
Ahnfeltia plicata,2012,10,0,4,31,1.044,13,0
Ahnfeltia plicata,2012,11,0,4,31,0.696,13,0
Ahnfeltia plicata,2012,12,0.1111111111111111,3,31,0.348,13,0.0011111111111111111
Ahnfeltia plicata,2013,6,0,3,32,2.436,13,0
Ahnfeltia plicata,2013,7,0,3,32,2.088,13,0
Ahnfeltia plicata,2013,8,2.6666666666666665,3,32,1.7399999999999998,13,0.026666666666666665
Ahnfeltia plicata,2013,9,0,3,32,1.392,13,0
Ahnfeltia plicata,2013,10,0,3,32,1.044,13,0
Ahnfeltia plicata,2013,11,0,3,32,0.696,13,0
Ahnfeltia plicata,2013,12,0,3,32,0.348,13,0
Ahnfeltia plicata,2013,13,0,2,32,0,13,0
Ahnfeltia plicata,2013,14,0,1,32,-0.348,13,0
Ahnfeltia plicata,2014,6,0,4,33,2.436,13,0
Ahnfeltia plicata,2014,7,0,4,33,2.088,13,0
Ahnfeltia plicata,2014,8,0,4,33,1.7399999999999998,13,0
Ahnfeltia plicata,2014,9,0,4,33,1.392,13,0
Ahnfeltia plicata,2014,10,0,4,33,1.044,13,0
Ahnfeltia plicata,2014,11,0,4,33,0.696,13,0
Ahnfeltia plicata,2014,12,0,4,33,0.348,13,0
Ahnfeltia plicata,2014,13,0,3,33,0,13,0
Ahnfeltia plicata,2014,14,0,2,33,-0.348,13,0
Ahnfeltia plicata,2015,6,0,4,34,2.436,13,0
Ahnfeltia plicata,2015,7,0,3,34,2.088,13,0
Ahnfeltia plicata,2015,8,0.16666666666666666,4,34,1.7399999999999998,13,0.0016666666666666666
Ahnfeltia plicata,2015,9,0,3,34,1.392,13,0
Ahnfeltia plicata,2015,10,0.08333333333333333,4,34,1.044,13,8.333333333333333e-4
Ahnfeltia plicata,2015,11,0,3,34,0.696,13,0
Ahnfeltia plicata,2015,12,0,3,34,0.348,13,0
Ahnfeltia plicata,2016,6,0,3,35,2.436,13,0
Ahnfeltia plicata,2016,7,0,3,35,2.088,13,0
Ahnfeltia plicata,2016,8,0,3,35,1.7399999999999998,13,0
Ahnfeltia plicata,2016,9,0,3,35,1.392,13,0
Ahnfeltia plicata,2016,10,0,3,35,1.044,13,0
Ahnfeltia plicata,2016,11,0,3,35,0.696,13,0
Ahnfeltia plicata,2016,12,0,3,35,0.348,13,0
Ahnfeltia plicata,2016,13,0,1,35,0,13,0
Ahnfeltia plicata,2017,6,0,3,36,2.436,13,0
Ahnfeltia plicata,2017,7,0,3,36,2.088,13,0
Ahnfeltia plicata,2017,8,0,3,36,1.7399999999999998,13,0
Ahnfeltia plicata,2017,9,0,3,36,1.392,13,0
Ahnfeltia plicata,2017,10,0,3,36,1.044,13,0
Ahnfeltia plicata,2017,11,0,3,36,0.696,13,0
Ahnfeltia plicata,2017,12,0,2,36,0.348,13,0
Ahnfeltia plicata,2017,13,0,2,36,0,13,0
Ahnfeltia plicata,2019,6,0,5,38,2.436,13,0
Ahnfeltia plicata,2019,7,0,5,38,2.088,13,0
Ahnfeltia plicata,2019,8,0,5,38,1.7399999999999998,13,0
Ahnfeltia plicata,2019,9,0,5,38,1.392,13,0
Ahnfeltia plicata,2019,10,0,5,38,1.044,13,0
Ahnfeltia plicata,2019,11,0,5,38,0.696,13,0
Ahnfeltia plicata,2019,12,0,5,38,0.348,13,0
Ahnfeltia plicata,2019,13,0,2,38,0,13,0
Ahnfeltia plicata,2019,14,0,1,38,-0.348,13,0
Ahnfeltia plicata,2020,6,0,5,39,2.436,13,0
Ahnfeltia plicata,2020,7,0,5,39,2.088,13,0
Ahnfeltia plicata,2020,8,0,5,39,1.7399999999999998,13,0
Ahnfeltia plicata,2020,9,0,5,39,1.392,13,0
Ahnfeltia plicata,2020,10,0,4,39,1.044,13,0
Ahnfeltia plicata,2020,11,0,3,39,0.696,13,0
Ahnfeltia plicata,2020,12,0,2,39,0.348,13,0
Ahnfeltia plicata,2020,13,0,2,39,0,13,0
Ahnfeltia plicata,2021,6,0,5,40,2.436,13,0
Ahnfeltia plicata,2021,7,0,5,40,2.088,13,0
Ahnfeltia plicata,2021,8,0,5,40,1.7399999999999998,13,0
Ahnfeltia plicata,2021,9,0,5,40,1.392,13,0
Ahnfeltia plicata,2021,10,0,5,40,1.044,13,0
Ahnfeltia plicata,2021,11,0,5,40,0.696,13,0
Ahnfeltia plicata,2021,12,0,5,40,0.348,13,0
Ahnfeltia plicata,2021,13,0,4,40,0,13,0
Ahnfeltia plicata,2022,6,0,4,41,2.436,13,0
Ahnfeltia plicata,2022,7,0,4,41,2.088,13,0
Ahnfeltia plicata,2022,8,0,4,41,1.7399999999999998,13,0
Ahnfeltia plicata,2022,9,0,4,41,1.392,13,0
Ahnfeltia plicata,2022,10,0,4,41,1.044,13,0
Ahnfeltia plicata,2022,11,0,4,41,0.696,13,0
Ahnfeltia plicata,2022,12,0,4,41,0.348,13,0
Ahnfeltia plicata,2022,13,0,3,41,0,13,0
Ahnfeltia plicata,2023,6,0,5,42,2.436,13,0
Ahnfeltia plicata,2023,7,0,5,42,2.088,13,0
Ahnfeltia plicata,2023,8,0,5,42,1.7399999999999998,13,0
Ahnfeltia plicata,2023,9,0,5,42,1.392,13,0
Ahnfeltia plicata,2023,10,0,5,42,1.044,13,0
Ahnfeltia plicata,2023,11,0,5,42,0.696,13,0
Ahnfeltia plicata,2023,12,0.0013333333333333335,5,42,0.348,13,1.3333333333333335e-5
Ahnfeltia plicata,2023,13,0.004,5,42,0,13,4e-5
Ahnfeltia plicata,2023,14,0,1,42,-0.348,13,0
Alaria esculenta,1982,8,0,4,1,1.7399999999999998,23,0
Alaria esculenta,1982,9,0,4,1,1.392,23,0
Alaria esculenta,1982,10,0,4,1,1.044,23,0
Alaria esculenta,1982,11,0,4,1,0.696,23,0
Alaria esculenta,1982,12,0,4,1,0.348,23,0
Alaria esculenta,1982,13,0,4,1,0,23,0
Alaria esculenta,1983,8,0,4,2,1.7399999999999998,23,0
Alaria esculenta,1983,9,1.25,4,2,1.392,23,0.0125
Alaria esculenta,1983,10,0.5,4,2,1.044,23,0.005
Alaria esculenta,1983,11,3.75,4,2,0.696,23,0.0375
Alaria esculenta,1983,12,4,4,2,0.348,23,0.04
Alaria esculenta,1983,13,0,1,2,0,23,0
Alaria esculenta,1984,8,0,4,3,1.7399999999999998,23,0
Alaria esculenta,1984,9,0,4,3,1.392,23,0
Alaria esculenta,1984,10,0,4,3,1.044,23,0
Alaria esculenta,1984,11,0,4,3,0.696,23,0
Alaria esculenta,1984,12,2.5,4,3,0.348,23,0.025
Alaria esculenta,1984,13,13.333333333333334,3,3,0,23,0.13333333333333333
Alaria esculenta,1985,9,0,3,4,1.392,23,0
Alaria esculenta,1985,10,0,1,4,1.044,23,0
Alaria esculenta,1985,12,0,2,4,0.348,23,0
Alaria esculenta,1985,13,0,1,4,0,23,0
Alaria esculenta,1986,8,0,6,5,1.7399999999999998,23,0
Alaria esculenta,1986,9,0,4,5,1.392,23,0
Alaria esculenta,1986,10,0,6,5,1.044,23,0
Alaria esculenta,1986,11,0,5,5,0.696,23,0
Alaria esculenta,1986,12,0,4,5,0.348,23,0
Alaria esculenta,1987,8,0,5,6,1.7399999999999998,23,0
Alaria esculenta,1987,9,0,5,6,1.392,23,0
Alaria esculenta,1987,10,0,5,6,1.044,23,0
Alaria esculenta,1987,11,0,5,6,0.696,23,0
Alaria esculenta,1987,12,1.9999999999999998,5,6,0.348,23,0.019999999999999997
Alaria esculenta,1987,13,20.75,4,6,0,23,0.2075
Alaria esculenta,1987,14,15,4,6,-0.348,23,0.15
Alaria esculenta,1988,8,0,4,7,1.7399999999999998,23,0
Alaria esculenta,1988,9,0,4,7,1.392,23,0
Alaria esculenta,1988,10,0,4,7,1.044,23,0
Alaria esculenta,1988,11,2,4,7,0.696,23,0.02
Alaria esculenta,1988,12,15.833333333333332,4,7,0.348,23,0.15833333333333333
Alaria esculenta,1988,13,2,1,7,0,23,0.02
Alaria esculenta,1989,8,0,4,8,1.7399999999999998,23,0
Alaria esculenta,1989,9,0,4,8,1.392,23,0
Alaria esculenta,1989,10,0,4,8,1.044,23,0
Alaria esculenta,1989,11,1.5625,4,8,0.696,23,0.015625
Alaria esculenta,1989,12,11.11111111111111,3,8,0.348,23,0.1111111111111111
Alaria esculenta,1989,13,0,2,8,0,23,0
Alaria esculenta,1989,14,56,1,8,-0.348,23,0.56
Alaria esculenta,1990,8,0,5,9,1.7399999999999998,23,0
Alaria esculenta,1990,9,0,5,9,1.392,23,0
Alaria esculenta,1990,10,0,5,9,1.044,23,0
Alaria esculenta,1990,11,1.2666666666666666,5,9,0.696,23,0.012666666666666666
Alaria esculenta,1990,12,5.066666666666666,5,9,0.348,23,0.050666666666666665
Alaria esculenta,1990,13,55,4,9,0,23,0.55
Alaria esculenta,1991,8,0,4,10,1.7399999999999998,23,0
Alaria esculenta,1991,9,0,4,10,1.392,23,0
Alaria esculenta,1991,10,0,4,10,1.044,23,0
Alaria esculenta,1991,11,0,4,10,0.696,23,0
Alaria esculenta,1991,12,2.0833333333333335,4,10,0.348,23,0.020833333333333336
Alaria esculenta,1991,13,50,4,10,0,23,0.5
Alaria esculenta,1991,14,0.5,2,10,-0.348,23,0.005
Alaria esculenta,1992,8,0.14285714285714285,7,11,1.7399999999999998,23,0.0014285714285714286
Alaria esculenta,1992,9,0.023809523809523808,7,11,1.392,23,2.380952380952381e-4
Alaria esculenta,1992,10,5.738095238095238,7,11,1.044,23,0.05738095238095238
Alaria esculenta,1992,11,22.916666666666668,6,11,0.696,23,0.22916666666666669
Alaria esculenta,1992,12,4.222222222222222,3,11,0.348,23,0.042222222222222223
Alaria esculenta,1993,8,0,4,12,1.7399999999999998,23,0
Alaria esculenta,1993,9,0,4,12,1.392,23,0
Alaria esculenta,1993,10,0,4,12,1.044,23,0
Alaria esculenta,1993,11,1.1666666666666665,4,12,0.696,23,0.011666666666666665
Alaria esculenta,1993,12,11.291666666666668,4,12,0.348,23,0.11291666666666668
Alaria esculenta,1993,13,2.166666666666667,2,12,0,23,0.02166666666666667
Alaria esculenta,1994,8,0,4,13,1.7399999999999998,23,0
Alaria esculenta,1994,9,1.6666666666666667,4,13,1.392,23,0.016666666666666666
Alaria esculenta,1994,10,1.125,4,13,1.044,23,0.01125
Alaria esculenta,1994,11,6.5,4,13,0.696,23,0.065
Alaria esculenta,1994,12,9.416666666666666,4,13,0.348,23,0.09416666666666666
Alaria esculenta,1994,13,14.083333333333334,4,13,0,23,0.14083333333333334
Alaria esculenta,1994,14,50,3,13,-0.348,23,0.5
Alaria esculenta,1995,8,0,5,14,1.7399999999999998,23,0
Alaria esculenta,1995,9,0,3,14,1.392,23,0
Alaria esculenta,1995,10,0,5,14,1.044,23,0
Alaria esculenta,1995,11,0,5,14,0.696,23,0
Alaria esculenta,1995,12,0,3,14,0.348,23,0
Alaria esculenta,1996,8,0,3,15,1.7399999999999998,23,0
Alaria esculenta,1996,9,0,3,15,1.392,23,0
Alaria esculenta,1996,10,0.5555555555555556,3,15,1.044,23,0.005555555555555556
Alaria esculenta,1996,11,0,3,15,0.696,23,0
Alaria esculenta,1996,12,36.666666666666664,1,15,0.348,23,0.36666666666666664
Alaria esculenta,1997,8,0,3,16,1.7399999999999998,23,0
Alaria esculenta,1997,9,0,3,16,1.392,23,0
Alaria esculenta,1997,10,0,3,16,1.044,23,0
Alaria esculenta,1997,11,0,3,16,0.696,23,0
Alaria esculenta,1997,12,0.5555555555555556,3,16,0.348,23,0.005555555555555556
Alaria esculenta,1997,13,0,1,16,0,23,0
Alaria esculenta,1998,8,0,3,17,1.7399999999999998,23,0
Alaria esculenta,1998,9,0,3,17,1.392,23,0
Alaria esculenta,1998,10,0.6666666666666667,3,17,1.044,23,0.006666666666666667
