organism,year,level,n_transects,year_zero,tidalheight,years_pres,density,density_nonzero
Anomia simplex,1987,4,10,6,3.1319999999999997,17,0,0.01
Anomia simplex,1987,5,10,6,2.784,17,0,0.01
Anomia simplex,1987,6,10,6,2.436,17,0,0.01
Anomia simplex,1987,7,10,6,2.088,17,0,0.01
Anomia simplex,1987,8,10,6,1.7399999999999998,17,0,0.01
Anomia simplex,1987,9,10,6,1.392,17,0,0.01
Anomia simplex,1987,10,10,6,1.044,17,0,0.01
Anomia simplex,1987,11,10,6,0.696,17,0,0.01
Anomia simplex,1987,12,10,6,0.348,17,1.6666666666666665,1.6666666666666665
Anomia simplex,1987,13,10,6,0,17,0,0.01
Anomia simplex,1987,14,5,6,-0.348,17,0,0.01
Anomia simplex,1988,3,9,7,3.4799999999999995,17,0,0.01
Anomia simplex,1988,4,10,7,3.1319999999999997,17,0,0.01
Anomia simplex,1988,5,10,7,2.784,17,0,0.01
Anomia simplex,1988,6,10,7,2.436,17,0,0.01
Anomia simplex,1988,7,10,7,2.088,17,0,0.01
Anomia simplex,1988,8,10,7,1.7399999999999998,17,0,0.01
Anomia simplex,1988,9,10,7,1.392,17,0,0.01
Anomia simplex,1988,10,10,7,1.044,17,0,0.01
Anomia simplex,1988,11,10,7,0.696,17,0,0.01
Anomia simplex,1988,12,10,7,0.348,17,0,0.01
Anomia simplex,1988,13,6,7,0,17,0,0.01
Anomia simplex,1988,14,2,7,-0.348,17,0,0.01
Anomia simplex,1989,3,9,8,3.4799999999999995,17,0,0.01
Anomia simplex,1989,4,10,8,3.1319999999999997,17,0,0.01
Anomia simplex,1989,5,9,8,2.784,17,0,0.01
Anomia simplex,1989,6,10,8,2.436,17,0,0.01
Anomia simplex,1989,7,10,8,2.088,17,0,0.01
Anomia simplex,1989,8,10,8,1.7399999999999998,17,0,0.01
Anomia simplex,1989,9,10,8,1.392,17,0,0.01
Anomia simplex,1989,10,10,8,1.044,17,0,0.01
Anomia simplex,1989,11,10,8,0.696,17,0,0.01
Anomia simplex,1989,12,9,8,0.348,17,8.333333333333332,8.333333333333332
Anomia simplex,1989,13,7,8,0,17,3.5714285714285716,3.5714285714285716
Anomia simplex,1989,14,1,8,-0.348,17,0,0.01
Anomia simplex,1990,3,9,9,3.4799999999999995,17,0,0.01
Anomia simplex,1990,4,10,9,3.1319999999999997,17,0,0.01
Anomia simplex,1990,5,9,9,2.784,17,0,0.01
Anomia simplex,1990,6,10,9,2.436,17,0,0.01
Anomia simplex,1990,7,10,9,2.088,17,0,0.01
Anomia simplex,1990,8,10,9,1.7399999999999998,17,0,0.01
Anomia simplex,1990,9,10,9,1.392,17,0,0.01
Anomia simplex,1990,10,10,9,1.044,17,0,0.01
Anomia simplex,1990,11,10,9,0.696,17,0,0.01
Anomia simplex,1990,12,10,9,0.348,17,0,0.01
Anomia simplex,1990,13,9,9,0,17,0,0.01
Anomia simplex,1991,3,9,10,3.4799999999999995,17,0,0.01
Anomia simplex,1991,4,9,10,3.1319999999999997,17,0,0.01
Anomia simplex,1991,5,8,10,2.784,17,0,0.01
Anomia simplex,1991,6,9,10,2.436,17,0,0.01
Anomia simplex,1991,7,9,10,2.088,17,0,0.01
Anomia simplex,1991,8,9,10,1.7399999999999998,17,0,0.01
Anomia simplex,1991,9,9,10,1.392,17,0,0.01
Anomia simplex,1991,10,9,10,1.044,17,0,0.01
Anomia simplex,1991,11,9,10,0.696,17,0,0.01
Anomia simplex,1991,12,9,10,0.348,17,0,0.01
Anomia simplex,1991,13,9,10,0,17,0,0.01
Anomia simplex,1991,14,5,10,-0.348,17,0,0.01
Anomia simplex,1992,3,8,11,3.4799999999999995,17,0,0.01
Anomia simplex,1992,4,10,11,3.1319999999999997,17,0,0.01
Anomia simplex,1992,5,9,11,2.784,17,0,0.01
Anomia simplex,1992,6,10,11,2.436,17,0,0.01
Anomia simplex,1992,7,10,11,2.088,17,0,0.01
Anomia simplex,1992,8,10,11,1.7399999999999998,17,0,0.01
Anomia simplex,1992,9,10,11,1.392,17,0,0.01
Anomia simplex,1992,10,10,11,1.044,17,0,0.01
Anomia simplex,1992,11,9,11,0.696,17,0,0.01
Anomia simplex,1992,12,7,11,0.348,17,0,0.01
Anomia simplex,1992,13,5,11,0,17,0,0.01
Anomia simplex,1992,14,1,11,-0.348,17,0,0.01
Anomia simplex,1993,3,9,12,3.4799999999999995,17,0,0.01
Anomia simplex,1993,4,10,12,3.1319999999999997,17,0,0.01
Anomia simplex,1993,5,9,12,2.784,17,0,0.01
Anomia simplex,1993,6,10,12,2.436,17,0,0.01
Anomia simplex,1993,7,10,12,2.088,17,0,0.01
Anomia simplex,1993,8,10,12,1.7399999999999998,17,0,0.01
Anomia simplex,1993,9,10,12,1.392,17,0,0.01
Anomia simplex,1993,10,10,12,1.044,17,0,0.01
Anomia simplex,1993,11,10,12,0.696,17,0,0.01
Anomia simplex,1993,12,10,12,0.348,17,0,0.01
Anomia simplex,1993,13,5,12,0,17,0,0.01
Anomia simplex,1993,14,1,12,-0.348,17,0,0.01
Anomia simplex,1994,3,9,13,3.4799999999999995,17,0,0.01
Anomia simplex,1994,4,10,13,3.1319999999999997,17,0,0.01
Anomia simplex,1994,5,10,13,2.784,17,0,0.01
Anomia simplex,1994,6,10,13,2.436,17,0,0.01
Anomia simplex,1994,7,10,13,2.088,17,0,0.01
Anomia simplex,1994,8,10,13,1.7399999999999998,17,0,0.01
Anomia simplex,1994,9,10,13,1.392,17,0,0.01
Anomia simplex,1994,10,10,13,1.044,17,0,0.01
Anomia simplex,1994,11,10,13,0.696,17,0,0.01
Anomia simplex,1994,12,10,13,0.348,17,1.6666666666666665,1.6666666666666665
Anomia simplex,1994,13,10,13,0,17,0,0.01
Anomia simplex,1994,14,8,13,-0.348,17,0,0.01
Anomia simplex,1995,3,9,14,3.4799999999999995,17,0,0.01
Anomia simplex,1995,4,10,14,3.1319999999999997,17,0,0.01
Anomia simplex,1995,5,9,14,2.784,17,0,0.01
Anomia simplex,1995,6,10,14,2.436,17,0,0.01
Anomia simplex,1995,7,9,14,2.088,17,0,0.01
Anomia simplex,1995,8,10,14,1.7399999999999998,17,0,0.01
Anomia simplex,1995,9,8,14,1.392,17,0,0.01
Anomia simplex,1995,10,10,14,1.044,17,0,0.01
Anomia simplex,1995,11,10,14,0.696,17,0,0.01
Anomia simplex,1995,12,9,14,0.348,17,0,0.01
Anomia simplex,1995,13,7,14,0,17,0,0.01
Anomia simplex,1995,14,2,14,-0.348,17,0,0.01
Anomia simplex,1996,3,6,15,3.4799999999999995,17,0,0.01
Anomia simplex,1996,4,6,15,3.1319999999999997,17,0,0.01
Anomia simplex,1996,5,5,15,2.784,17,0,0.01
Anomia simplex,1996,6,6,15,2.436,17,0,0.01
Anomia simplex,1996,7,6,15,2.088,17,0,0.01
Anomia simplex,1996,8,6,15,1.7399999999999998,17,0,0.01
Anomia simplex,1996,9,6,15,1.392,17,0,0.01
Anomia simplex,1996,10,6,15,1.044,17,0,0.01
Anomia simplex,1996,11,6,15,0.696,17,0,0.01
Anomia simplex,1996,12,4,15,0.348,17,0,0.01
Anomia simplex,1996,13,3,15,0,17,0,0.01
Anomia simplex,1997,3,6,16,3.4799999999999995,17,0,0.01
Anomia simplex,1997,4,6,16,3.1319999999999997,17,0,0.01
Anomia simplex,1997,5,6,16,2.784,17,0,0.01
Anomia simplex,1997,6,6,16,2.436,17,0,0.01
Anomia simplex,1997,7,6,16,2.088,17,0,0.01
Anomia simplex,1997,8,6,16,1.7399999999999998,17,0,0.01
Anomia simplex,1997,9,6,16,1.392,17,16.666666666666664,16.666666666666664
Anomia simplex,1997,10,6,16,1.044,17,83.33333333333333,83.33333333333333
Anomia simplex,1997,11,6,16,0.696,17,0,0.01
Anomia simplex,1997,12,6,16,0.348,17,0,0.01
Anomia simplex,1997,13,4,16,0,17,0,0.01
Anomia simplex,1998,3,9,17,3.4799999999999995,17,0,0.01
Anomia simplex,1998,4,9,17,3.1319999999999997,17,0,0.01
Anomia simplex,1998,5,9,17,2.784,17,0,0.01
Anomia simplex,1998,6,9,17,2.436,17,0,0.01
Anomia simplex,1998,7,9,17,2.088,17,0,0.01
Anomia simplex,1998,8,9,17,1.7399999999999998,17,0,0.01
Anomia simplex,1998,9,9,17,1.392,17,0,0.01
Anomia simplex,1998,10,9,17,1.044,17,0,0.01
Anomia simplex,1998,11,9,17,0.696,17,0,0.01
Anomia simplex,1998,12,9,17,0.348,17,0,0.01
Anomia simplex,1998,13,8,17,0,17,0,0.01
Anomia simplex,1998,14,5,17,-0.348,17,0,0.01
Anomia simplex,1999,3,5,18,3.4799999999999995,17,0,0.01
Anomia simplex,1999,4,5,18,3.1319999999999997,17,0,0.01
Anomia simplex,1999,5,5,18,2.784,17,0,0.01
Anomia simplex,1999,6,6,18,2.436,17,0,0.01
Anomia simplex,1999,7,6,18,2.088,17,0,0.01
Anomia simplex,1999,8,5,18,1.7399999999999998,17,0,0.01
Anomia simplex,1999,9,5,18,1.392,17,0,0.01
Anomia simplex,1999,10,5,18,1.044,17,0,0.01
Anomia simplex,1999,11,5,18,0.696,17,0,0.01
Anomia simplex,1999,12,5,18,0.348,17,0,0.01
Anomia simplex,1999,13,5,18,0,17,0,0.01
Anomia simplex,1999,14,3,18,-0.348,17,0,0.01
Anomia simplex,2000,3,7,19,3.4799999999999995,17,1.1904761904761905,1.1904761904761905
Anomia simplex,2000,4,7,19,3.1319999999999997,17,0,0.01
Anomia simplex,2000,5,7,19,2.784,17,0,0.01
Anomia simplex,2000,6,7,19,2.436,17,20.238095238095237,20.238095238095237
Anomia simplex,2000,7,7,19,2.088,17,4.761904761904762,4.761904761904762
Anomia simplex,2000,8,7,19,1.7399999999999998,17,0,0.01
Anomia simplex,2000,9,7,19,1.392,17,0,0.01
Anomia simplex,2000,10,7,19,1.044,17,1.1904761904761905,1.1904761904761905
Anomia simplex,2000,11,7,19,0.696,17,2.380952380952381,2.380952380952381
Anomia simplex,2000,12,7,19,0.348,17,20.238095238095237,20.238095238095237
Anomia simplex,2000,13,6,19,0,17,23.61111111111111,23.61111111111111
Anomia simplex,2000,14,5,19,-0.348,17,46.66666666666667,46.66666666666667
Anomia simplex,2001,3,6,20,3.4799999999999995,17,0,0.01
Anomia simplex,2001,4,6,20,3.1319999999999997,17,0,0.01
Anomia simplex,2001,5,6,20,2.784,17,0,0.01
Anomia simplex,2001,6,6,20,2.436,17,0,0.01
Anomia simplex,2001,7,6,20,2.088,17,0,0.01
Anomia simplex,2001,8,6,20,1.7399999999999998,17,0,0.01
Anomia simplex,2001,9,6,20,1.392,17,0,0.01
Anomia simplex,2001,10,6,20,1.044,17,0,0.01
Anomia simplex,2001,11,6,20,0.696,17,0,0.01
Anomia simplex,2001,12,6,20,0.348,17,0,0.01
Anomia simplex,2001,13,6,20,0,17,1.3888888888888888,1.3888888888888888
Anomia simplex,2001,14,3,20,-0.348,17,0,0.01
Anomia simplex,2002,3,6,21,3.4799999999999995,17,0,0.01
Anomia simplex,2002,4,6,21,3.1319999999999997,17,0,0.01
Anomia simplex,2002,5,6,21,2.784,17,0,0.01
Anomia simplex,2002,6,6,21,2.436,17,0,0.01
Anomia simplex,2002,7,6,21,2.088,17,0,0.01
Anomia simplex,2002,8,6,21,1.7399999999999998,17,0,0.01
Anomia simplex,2002,9,6,21,1.392,17,2.7777777777777777,2.7777777777777777
Anomia simplex,2002,10,6,21,1.044,17,0,0.01
Anomia simplex,2002,11,6,21,0.696,17,0,0.01
Anomia simplex,2002,12,5,21,0.348,17,0,0.01
Anomia simplex,2002,13,4,21,0,17,2.083333333333333,2.083333333333333
Anomia simplex,2002,14,2,21,-0.348,17,0,0.01
Anomia simplex,2003,3,5,22,3.4799999999999995,17,0,0.01
Anomia simplex,2003,4,5,22,3.1319999999999997,17,0,0.01
Anomia simplex,2003,5,5,22,2.784,17,0,0.01
Anomia simplex,2003,6,5,22,2.436,17,0,0.01
Anomia simplex,2003,7,5,22,2.088,17,0,0.01
Anomia simplex,2003,8,5,22,1.7399999999999998,17,0,0.01
Anomia simplex,2003,9,5,22,1.392,17,0,0.01
Anomia simplex,2003,10,5,22,1.044,17,0,0.01
Anomia simplex,2003,11,5,22,0.696,17,0,0.01
Anomia simplex,2003,12,5,22,0.348,17,0,0.01
Anomia simplex,2003,13,4,22,0,17,0,0.01
Anomia simplex,2003,14,1,22,-0.348,17,0,0.01
Anomia simplex,2004,3,6,23,3.4799999999999995,17,0,0.01
Anomia simplex,2004,4,6,23,3.1319999999999997,17,0,0.01
Anomia simplex,2004,5,6,23,2.784,17,0,0.01
Anomia simplex,2004,6,6,23,2.436,17,4.166666666666666,4.166666666666666
Anomia simplex,2004,7,6,23,2.088,17,0,0.01
Anomia simplex,2004,8,6,23,1.7399999999999998,17,0,0.01
Anomia simplex,2004,9,6,23,1.392,17,0,0.01
Anomia simplex,2004,10,6,23,1.044,17,0,0.01
Anomia simplex,2004,11,6,23,0.696,17,0,0.01
Anomia simplex,2004,12,6,23,0.348,17,0,0.01
Anomia simplex,2004,13,5,23,0,17,6.666666666666666,6.666666666666666
Anomia simplex,2004,14,5,23,-0.348,17,27.500000000000004,27.500000000000004
Anomia simplex,2005,3,4,24,3.4799999999999995,17,0,0.01
Anomia simplex,2005,4,4,24,3.1319999999999997,17,0,0.01
Anomia simplex,2005,5,4,24,2.784,17,0,0.01
Anomia simplex,2005,6,4,24,2.436,17,0,0.01
Anomia simplex,2005,7,4,24,2.088,17,0,0.01
Anomia simplex,2005,8,4,24,1.7399999999999998,17,0,0.01
Anomia simplex,2005,9,4,24,1.392,17,0,0.01
Anomia simplex,2005,10,4,24,1.044,17,0,0.01
Anomia simplex,2005,11,4,24,0.696,17,0,0.01
Anomia simplex,2005,12,3,24,0.348,17,0,0.01
Anomia simplex,2005,13,2,24,0,17,0,0.01
Anomia simplex,2006,3,6,25,3.4799999999999995,17,0,0.01
Anomia simplex,2006,4,6,25,3.1319999999999997,17,0,0.01
Anomia simplex,2006,5,6,25,2.784,17,0,0.01
Anomia simplex,2006,6,6,25,2.436,17,1.3888888888888888,1.3888888888888888
Anomia simplex,2006,7,6,25,2.088,17,0,0.01
Anomia simplex,2006,8,6,25,1.7399999999999998,17,8.333333333333332,8.333333333333332
Anomia simplex,2006,9,6,25,1.392,17,5.555555555555555,5.555555555555555
Anomia simplex,2006,10,6,25,1.044,17,9.722222222222221,9.722222222222221
Anomia simplex,2006,11,6,25,0.696,17,9.722222222222221,9.722222222222221
Anomia simplex,2006,12,5,25,0.348,17,5,5
Anomia simplex,2006,13,3,25,0,17,2.7777777777777777,2.7777777777777777
Anomia simplex,2008,3,1,27,3.4799999999999995,17,0,0.01
Anomia simplex,2008,4,1,27,3.1319999999999997,17,0,0.01
Anomia simplex,2008,5,1,27,2.784,17,0,0.01
Anomia simplex,2008,6,1,27,2.436,17,0,0.01
Anomia simplex,2008,7,1,27,2.088,17,0,0.01
Anomia simplex,2008,8,1,27,1.7399999999999998,17,0,0.01
Anomia simplex,2008,9,1,27,1.392,17,0,0.01
Anomia simplex,2008,10,1,27,1.044,17,0,0.01
Anomia simplex,2008,11,1,27,0.696,17,0,0.01
Anomia simplex,2009,3,6,28,3.4799999999999995,17,0,0.01
Anomia simplex,2009,4,6,28,3.1319999999999997,17,0,0.01
Anomia simplex,2009,5,6,28,2.784,17,0,0.01
Anomia simplex,2009,6,6,28,2.436,17,0,0.01
Anomia simplex,2009,7,6,28,2.088,17,0,0.01
Anomia simplex,2009,8,6,28,1.7399999999999998,17,11.11111111111111,11.11111111111111
Anomia simplex,2009,9,6,28,1.392,17,0,0.01
Anomia simplex,2009,10,6,28,1.044,17,15.277777777777777,15.277777777777777
Anomia simplex,2009,11,6,28,0.696,17,8.333333333333334,8.333333333333334
Anomia simplex,2009,12,4,28,0.348,17,0,0.01
Anomia simplex,2009,13,1,28,0,17,0,0.01
Anomia simplex,2010,3,3,29,3.4799999999999995,17,0,0.01
Anomia simplex,2010,4,3,29,3.1319999999999997,17,0,0.01
Anomia simplex,2010,5,3,29,2.784,17,0,0.01
Anomia simplex,2010,6,3,29,2.436,17,0,0.01
Anomia simplex,2010,7,3,29,2.088,17,0,0.01
Anomia simplex,2010,8,3,29,1.7399999999999998,17,0,0.01
Anomia simplex,2010,9,3,29,1.392,17,0,0.01
Anomia simplex,2010,10,3,29,1.044,17,0,0.01
Anomia simplex,2010,11,3,29,0.696,17,5.555555555555555,5.555555555555555
Anomia simplex,2010,12,3,29,0.348,17,0,0.01
Anomia simplex,2010,13,2,29,0,17,0,0.01
Anomia simplex,2010,14,2,29,-0.348,17,0,0.01
Anomia simplex,2011,3,5,30,3.4799999999999995,17,0,0.01
Anomia simplex,2011,4,5,30,3.1319999999999997,17,0,0.01
Anomia simplex,2011,5,5,30,2.784,17,0,0.01
Anomia simplex,2011,6,5,30,2.436,17,0,0.01
Anomia simplex,2011,7,5,30,2.088,17,0,0.01
Anomia simplex,2011,8,5,30,1.7399999999999998,17,0,0.01
Anomia simplex,2011,9,5,30,1.392,17,0,0.01
Anomia simplex,2011,10,5,30,1.044,17,0,0.01
Anomia simplex,2011,11,4,30,0.696,17,0,0.01
Anomia simplex,2011,12,4,30,0.348,17,0,0.01
Anomia simplex,2012,3,4,31,3.4799999999999995,17,0,0.01
Anomia simplex,2012,4,4,31,3.1319999999999997,17,0,0.01
Anomia simplex,2012,5,4,31,2.784,17,0,0.01
Anomia simplex,2012,6,4,31,2.436,17,0,0.01
Anomia simplex,2012,7,4,31,2.088,17,0,0.01
Anomia simplex,2012,8,4,31,1.7399999999999998,17,0,0.01
Anomia simplex,2012,9,4,31,1.392,17,0,0.01
Anomia simplex,2012,10,4,31,1.044,17,0,0.01
Anomia simplex,2012,11,4,31,0.696,17,0,0.01
Anomia simplex,2012,12,3,31,0.348,17,0,0.01
Anomia simplex,2013,3,3,32,3.4799999999999995,17,0,0.01
Anomia simplex,2013,4,3,32,3.1319999999999997,17,0,0.01
Anomia simplex,2013,5,3,32,2.784,17,0,0.01
Anomia simplex,2013,6,3,32,2.436,17,0,0.01
Anomia simplex,2013,7,3,32,2.088,17,0,0.01
Anomia simplex,2013,8,3,32,1.7399999999999998,17,0,0.01
Anomia simplex,2013,9,3,32,1.392,17,0,0.01
Anomia simplex,2013,10,3,32,1.044,17,0,0.01
Anomia simplex,2013,11,3,32,0.696,17,0,0.01
Anomia simplex,2013,12,3,32,0.348,17,0,0.01
Anomia simplex,2013,13,2,32,0,17,0,0.01
Anomia simplex,2013,14,1,32,-0.348,17,0,0.01
Anomia simplex,2014,3,4,33,3.4799999999999995,17,0,0.01
Anomia simplex,2014,4,4,33,3.1319999999999997,17,0,0.01
Anomia simplex,2014,5,4,33,2.784,17,0,0.01
Anomia simplex,2014,6,4,33,2.436,17,0,0.01
Anomia simplex,2014,7,4,33,2.088,17,0,0.01
Anomia simplex,2014,8,4,33,1.7399999999999998,17,0,0.01
Anomia simplex,2014,9,4,33,1.392,17,0,0.01
Anomia simplex,2014,10,4,33,1.044,17,0,0.01
Anomia simplex,2014,11,4,33,0.696,17,4.166666666666666,4.166666666666666
Anomia simplex,2014,12,4,33,0.348,17,0,0.01
Anomia simplex,2014,13,3,33,0,17,0,0.01
Anomia simplex,2014,14,2,33,-0.348,17,0,0.01
Anomia simplex,2015,3,5,34,3.4799999999999995,17,0,0.01
Anomia simplex,2015,4,5,34,3.1319999999999997,17,0,0.01
Anomia simplex,2015,5,5,34,2.784,17,0,0.01
Anomia simplex,2015,6,5,34,2.436,17,1.6666666666666665,1.6666666666666665
Anomia simplex,2015,7,4,34,2.088,17,0,0.01
Anomia simplex,2015,8,5,34,1.7399999999999998,17,0,0.01
Anomia simplex,2015,9,4,34,1.392,17,0,0.01
Anomia simplex,2015,10,5,34,1.044,17,50,50
Anomia simplex,2015,11,4,34,0.696,17,22.916666666666668,22.916666666666668
Anomia simplex,2015,12,4,34,0.348,17,0,0.01
Anomia simplex,2016,3,4,35,3.4799999999999995,17,0,0.01
Anomia simplex,2016,4,4,35,3.1319999999999997,17,0,0.01
Anomia simplex,2016,5,4,35,2.784,17,0,0.01
Anomia simplex,2016,6,4,35,2.436,17,0,0.01
Anomia simplex,2016,7,4,35,2.088,17,0,0.01
Anomia simplex,2016,8,4,35,1.7399999999999998,17,0,0.01
Anomia simplex,2016,9,4,35,1.392,17,0,0.01
Anomia simplex,2016,10,4,35,1.044,17,0,0.01
Anomia simplex,2016,11,4,35,0.696,17,0,0.01
Anomia simplex,2016,12,3,35,0.348,17,0,0.01
Anomia simplex,2016,13,1,35,0,17,0,0.01
Anomia simplex,2017,3,4,36,3.4799999999999995,17,0,0.01
Anomia simplex,2017,4,4,36,3.1319999999999997,17,0,0.01
Anomia simplex,2017,5,3,36,2.784,17,0,0.01
Anomia simplex,2017,6,4,36,2.436,17,0,0.01
Anomia simplex,2017,7,4,36,2.088,17,0,0.01
Anomia simplex,2017,8,3,36,1.7399999999999998,17,0,0.01
Anomia simplex,2017,9,4,36,1.392,17,0,0.01
Anomia simplex,2017,10,3,36,1.044,17,0,0.01
Anomia simplex,2017,11,3,36,0.696,17,0,0.01
Anomia simplex,2017,12,2,36,0.348,17,0,0.01
Anomia simplex,2017,13,2,36,0,17,0,0.01
Anomia simplex,2019,3,6,38,3.4799999999999995,17,0,0.01
Anomia simplex,2019,4,6,38,3.1319999999999997,17,0,0.01
Anomia simplex,2019,5,6,38,2.784,17,0,0.01
Anomia simplex,2019,6,6,38,2.436,17,0,0.01
Anomia simplex,2019,7,6,38,2.088,17,0,0.01
Anomia simplex,2019,8,6,38,1.7399999999999998,17,0,0.01
Anomia simplex,2019,9,6,38,1.392,17,0,0.01
Anomia simplex,2019,10,6,38,1.044,17,0,0.01
Anomia simplex,2019,11,5,38,0.696,17,0,0.01
Anomia simplex,2019,12,5,38,0.348,17,0,0.01
Anomia simplex,2019,13,2,38,0,17,0,0.01
Anomia simplex,2019,14,1,38,-0.348,17,0,0.01
Anomia simplex,2020,3,6,39,3.4799999999999995,17,0,0.01
Anomia simplex,2020,4,6,39,3.1319999999999997,17,0,0.01
Anomia simplex,2020,5,6,39,2.784,17,0,0.01
Anomia simplex,2020,6,6,39,2.436,17,0,0.01
Anomia simplex,2020,7,6,39,2.088,17,0,0.01
Anomia simplex,2020,8,6,39,1.7399999999999998,17,0,0.01
Anomia simplex,2020,9,6,39,1.392,17,0,0.01
Anomia simplex,2020,10,5,39,1.044,17,0,0.01
Anomia simplex,2020,11,3,39,0.696,17,0,0.01
Anomia simplex,2020,12,2,39,0.348,17,0,0.01
Anomia simplex,2020,13,2,39,0,17,0,0.01
Anomia simplex,2021,3,6,40,3.4799999999999995,17,0,0.01
Anomia simplex,2021,4,6,40,3.1319999999999997,17,0,0.01
Anomia simplex,2021,5,6,40,2.784,17,0,0.01
Anomia simplex,2021,6,6,40,2.436,17,0,0.01
Anomia simplex,2021,7,6,40,2.088,17,0,0.01
Anomia simplex,2021,8,6,40,1.7399999999999998,17,0,0.01
Anomia simplex,2021,9,6,40,1.392,17,0,0.01
Anomia simplex,2021,10,6,40,1.044,17,0,0.01
Anomia simplex,2021,11,6,40,0.696,17,0,0.01
Anomia simplex,2021,12,5,40,0.348,17,0,0.01
Anomia simplex,2021,13,4,40,0,17,0,0.01
Anomia simplex,2022,3,4,41,3.4799999999999995,17,0,0.01
Anomia simplex,2022,4,5,41,3.1319999999999997,17,0,0.01
Anomia simplex,2022,5,5,41,2.784,17,0,0.01
Anomia simplex,2022,6,5,41,2.436,17,0,0.01
Anomia simplex,2022,7,5,41,2.088,17,0,0.01
Anomia simplex,2022,8,5,41,1.7399999999999998,17,0,0.01
Anomia simplex,2022,9,5,41,1.392,17,0,0.01
Anomia simplex,2022,10,5,41,1.044,17,0,0.01
Anomia simplex,2022,11,5,41,0.696,17,0,0.01
Anomia simplex,2022,12,5,41,0.348,17,0,0.01
Anomia simplex,2022,13,4,41,0,17,0,0.01
Anomia simplex,2023,3,6,42,3.4799999999999995,17,0,0.01
Anomia simplex,2023,4,6,42,3.1319999999999997,17,0,0.01
Anomia simplex,2023,5,6,42,2.784,17,0,0.01
Anomia simplex,2023,6,6,42,2.436,17,0,0.01
