year,transect,level,replicate,organism,data_taken,pres_cover,pres_count,pres,both_taken
1982,2,9,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,2,9,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,2,9,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,2,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,2,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,2,10,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,2,10,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,2,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,2,11,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,2,11,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,2,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,2,12,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,2,12,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,2,12,1,Leathesia marina,yes,TRUE,FALSE,TRUE,both
1982,2,12,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,2,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,2,13,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,2,13,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,2,13,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,2,14,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,2,14,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,2,14,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,2,14,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,2,14,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,5,4,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,5,4,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,4,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,5,5,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,5,5,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,5,5,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,6,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,5,6,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,5,6,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,5,6,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,5,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,5,7,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,7,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,7,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,7,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,5,8,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,5,8,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,8,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,8,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,5,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,5,9,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,9,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,5,9,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,5,9,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,10,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,5,10,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,5,10,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,11,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,5,11,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,5,11,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,5,11,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,12,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,5,12,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,13,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,5,13,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,14,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,5,14,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,5,14,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,5,14,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,7,3,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,7,4,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,7,4,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,5,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,6,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,7,6,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,6,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,7,6,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,6,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,7,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,7,7,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,7,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,7,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,7,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,7,8,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,8,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,7,8,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,7,8,1,Mytilus edulis,yes,TRUE,FALSE,TRUE,both
1982,7,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,9,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,7,9,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,7,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,7,10,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,7,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,10,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,7,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,11,1,Cystoclonium purpureum,yes,TRUE,FALSE,TRUE,both
1982,7,11,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,11,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,7,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,12,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,12,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,7,12,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,7,12,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,7,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,13,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,13,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,7,13,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,7,13,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,7,14,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,7,14,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,7,14,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,7,14,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,8,5,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,8,5,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,6,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,8,6,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,6,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,6,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,8,6,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,6,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,8,7,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,7,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,7,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,8,8,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,8,8,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,8,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,8,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,9,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,10,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,8,10,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,8,10,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,10,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,10,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,8,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,11,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,8,11,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,8,11,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,8,11,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,8,11,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,12,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,8,12,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,8,12,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,8,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,8,13,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,10,5,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,10,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,10,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,10,7,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,10,7,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,10,8,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,10,8,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,10,8,1,Fucus vesiculosus,yes,TRUE,FALSE,TRUE,both
1982,10,8,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,10,8,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,10,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,10,9,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,10,9,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,10,9,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,10,9,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,10,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,10,10,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,10,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,10,10,1,Cryptosula pallasiana,yes,TRUE,FALSE,TRUE,both
1982,10,10,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,10,10,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,10,10,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,10,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,10,11,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,10,11,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,10,11,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,10,11,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,10,12,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,10,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,10,12,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,10,12,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,10,12,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,10,12,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,10,13,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,10,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,10,13,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,10,13,1,Modiolus modiolus,yes,TRUE,FALSE,TRUE,both
1982,10,13,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,11,5,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,11,6,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,11,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,11,7,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,11,7,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,11,8,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,11,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,11,9,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,11,9,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,11,9,1,Clathromorphum circumscriptum,yes,TRUE,FALSE,TRUE,both
1982,11,9,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,11,9,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,11,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,11,10,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,11,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,11,10,1,Clathromorphum circumscriptum,yes,TRUE,FALSE,TRUE,both
1982,11,10,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,11,10,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,11,11,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,11,11,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,11,11,1,Ulva lactuca,yes,TRUE,FALSE,TRUE,both
1982,11,12,1,Ceramium virgatum,yes,TRUE,FALSE,TRUE,both
1982,11,12,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,11,12,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,11,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,11,13,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,11,14,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,11,14,1,Clathromorphum circumscriptum,yes,TRUE,FALSE,TRUE,both
1982,11,14,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,11,15,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,11,15,1,Clathromorphum circumscriptum,yes,TRUE,FALSE,TRUE,both
1982,11,15,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,-2,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,13,-1,1,Prasiola stipitata,yes,TRUE,FALSE,TRUE,both
1982,13,1,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,2,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,13,2,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,13,2,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,3,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,13,3,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,4,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,13,4,1,Fucus spiralis,yes,TRUE,FALSE,TRUE,both
1982,13,4,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,4,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,5,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,13,5,1,Mytilus edulis,yes,TRUE,FALSE,TRUE,both
1982,13,5,1,Semibalanus balanoides,yes,TRUE,FALSE,TRUE,both
1982,13,6,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,13,6,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,6,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,6,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,13,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,7,1,Ascophyllum nodosum,yes,TRUE,FALSE,TRUE,both
1982,13,7,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,13,7,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,13,7,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,7,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,8,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,13,8,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,8,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,8,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,13,9,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,9,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,13,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,13,10,1,Leathesia marina,yes,TRUE,FALSE,TRUE,both
1982,13,10,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,13,10,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,11,1,Alaria esculenta,yes,TRUE,FALSE,TRUE,both
1982,13,11,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,13,11,1,Corallina officinalis,yes,TRUE,FALSE,TRUE,both
1982,13,11,1,Leathesia marina,yes,TRUE,FALSE,TRUE,both
1982,13,11,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,13,11,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,12,1,Alaria esculenta,yes,TRUE,FALSE,TRUE,both
1982,13,12,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,13,12,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,13,12,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,12,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,13,13,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
1982,13,13,1,Modiolus modiolus,yes,TRUE,TRUE,TRUE,both
1982,13,13,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,13,13,1,Phymatolithon lenormandii,yes,TRUE,FALSE,TRUE,both
1982,13,13,1,Saccharina latissima,yes,TRUE,FALSE,TRUE,both
1982,15,4,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,5,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,15,5,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,6,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,15,6,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,15,6,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,7,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,15,7,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,15,7,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,15,7,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,8,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,15,8,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,15,8,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,9,1,Fucus distichus,yes,TRUE,FALSE,TRUE,both
1982,15,9,1,Hildenbrandia rubra,yes,TRUE,FALSE,TRUE,both
1982,15,9,1,Mastocarpus stellatus,yes,TRUE,FALSE,TRUE,both
1982,15,9,1,Mytilus edulis,yes,TRUE,TRUE,TRUE,both
1982,15,9,1,Semibalanus balanoides,yes,TRUE,TRUE,TRUE,both
1982,15,10,1,Chondrus crispus,yes,TRUE,FALSE,TRUE,both
